
Connected to: Oracle Database 11g Enterprise Edition Release 11.1.0.6.0 - 64bit Production
With the Partitioning, OLAP, Data Mining and Real Application Testing options

Export file created by EXPORT:V10.02.01 via conventional path

Warning: the objects were exported by ADV9_TRAIN, not by you

import done in WE8MSWIN1252 character set and AL16UTF16 NCHAR character set
. . importing table         "TEMP_12_COUNTS_MONTH"          0 rows imported
. . importing table       "TEMP_12_COUNTS_OVERALL"          0 rows imported
. . importing table          "TEMP_12_COUNTS_YEAR"          0 rows imported
. . importing table         "TEMP_12_DONORS_MONTH"          0 rows imported
. . importing table       "TEMP_12_DONORS_OVERALL"          0 rows imported
. . importing table          "TEMP_12_DONORS_YEAR"          0 rows imported
. . importing table                  "TEMP_12_IDS"          0 rows imported
. . importing table                 "TEMP_12_INDS"          0 rows imported
. . importing table          "TEMP_12_TOTAL_MONTH"          0 rows imported
. . importing table        "TEMP_12_TOTAL_OVERALL"          0 rows imported
. . importing table           "TEMP_12_TOTAL_YEAR"          0 rows imported
. . importing table      "TEMP_12_TOTAL_YEAR_SIZE"          0 rows imported
. . importing table         "TEMP_13_COUNTS_MONTH"          0 rows imported
. . importing table       "TEMP_13_COUNTS_OVERALL"          0 rows imported
. . importing table          "TEMP_13_COUNTS_YEAR"          0 rows imported
. . importing table         "TEMP_13_DONORS_MONTH"          0 rows imported
. . importing table       "TEMP_13_DONORS_OVERALL"          0 rows imported
. . importing table          "TEMP_13_DONORS_YEAR"          0 rows imported
. . importing table                  "TEMP_13_IDS"          0 rows imported
. . importing table                 "TEMP_13_INDS"          0 rows imported
. . importing table          "TEMP_13_TOTAL_MONTH"          0 rows imported
. . importing table        "TEMP_13_TOTAL_OVERALL"          0 rows imported
. . importing table           "TEMP_13_TOTAL_YEAR"          0 rows imported
. . importing table      "TEMP_13_TOTAL_YEAR_SIZE"          0 rows imported
. . importing table         "TEMP_14_COUNTS_MONTH"          0 rows imported
. . importing table       "TEMP_14_COUNTS_OVERALL"          0 rows imported
. . importing table          "TEMP_14_COUNTS_YEAR"          0 rows imported
. . importing table         "TEMP_14_DONORS_MONTH"          0 rows imported
. . importing table       "TEMP_14_DONORS_OVERALL"          0 rows imported
. . importing table          "TEMP_14_DONORS_YEAR"          0 rows imported
. . importing table                  "TEMP_14_IDS"          0 rows imported
. . importing table                 "TEMP_14_INDS"          0 rows imported
. . importing table          "TEMP_14_TOTAL_MONTH"          0 rows imported
. . importing table        "TEMP_14_TOTAL_OVERALL"          0 rows imported
. . importing table           "TEMP_14_TOTAL_YEAR"          0 rows imported
. . importing table      "TEMP_14_TOTAL_YEAR_SIZE"          0 rows imported
. . importing table         "TEMP_15_COUNTS_MONTH"          0 rows imported
. . importing table       "TEMP_15_COUNTS_OVERALL"          0 rows imported
. . importing table          "TEMP_15_COUNTS_YEAR"          0 rows imported
. . importing table         "TEMP_15_DONORS_MONTH"          0 rows imported
. . importing table       "TEMP_15_DONORS_OVERALL"          0 rows imported
. . importing table          "TEMP_15_DONORS_YEAR"          0 rows imported
. . importing table                  "TEMP_15_IDS"          0 rows imported
. . importing table                 "TEMP_15_INDS"          0 rows imported
. . importing table          "TEMP_15_TOTAL_MONTH"          0 rows imported
. . importing table        "TEMP_15_TOTAL_OVERALL"          0 rows imported
. . importing table           "TEMP_15_TOTAL_YEAR"          0 rows imported
. . importing table      "TEMP_15_TOTAL_YEAR_SIZE"          0 rows imported
. . importing table         "TEMP_16_COUNTS_MONTH"          0 rows imported
. . importing table       "TEMP_16_COUNTS_OVERALL"          0 rows imported
. . importing table          "TEMP_16_COUNTS_YEAR"          0 rows imported
. . importing table         "TEMP_16_DONORS_MONTH"          0 rows imported
. . importing table       "TEMP_16_DONORS_OVERALL"          0 rows imported
. . importing table          "TEMP_16_DONORS_YEAR"          0 rows imported
. . importing table                  "TEMP_16_IDS"          0 rows imported
. . importing table                 "TEMP_16_INDS"          0 rows imported
. . importing table          "TEMP_16_TOTAL_MONTH"          0 rows imported
. . importing table        "TEMP_16_TOTAL_OVERALL"          0 rows imported
. . importing table           "TEMP_16_TOTAL_YEAR"          0 rows imported
. . importing table      "TEMP_16_TOTAL_YEAR_SIZE"          0 rows imported
. . importing table         "TEMP_17_COUNTS_MONTH"          0 rows imported
. . importing table       "TEMP_17_COUNTS_OVERALL"          0 rows imported
. . importing table          "TEMP_17_COUNTS_YEAR"          0 rows imported
. . importing table         "TEMP_17_DONORS_MONTH"          0 rows imported
. . importing table       "TEMP_17_DONORS_OVERALL"          0 rows imported
. . importing table          "TEMP_17_DONORS_YEAR"          0 rows imported
. . importing table                  "TEMP_17_IDS"          0 rows imported
. . importing table                 "TEMP_17_INDS"          0 rows imported
. . importing table          "TEMP_17_TOTAL_MONTH"          0 rows imported
. . importing table        "TEMP_17_TOTAL_OVERALL"          0 rows imported
. . importing table           "TEMP_17_TOTAL_YEAR"          0 rows imported
. . importing table      "TEMP_17_TOTAL_YEAR_SIZE"          0 rows imported
. . importing table         "TEMP_18_COUNTS_MONTH"          0 rows imported
. . importing table       "TEMP_18_COUNTS_OVERALL"          0 rows imported
. . importing table          "TEMP_18_COUNTS_YEAR"          0 rows imported
. . importing table         "TEMP_18_DONORS_MONTH"          0 rows imported
. . importing table       "TEMP_18_DONORS_OVERALL"          0 rows imported
. . importing table          "TEMP_18_DONORS_YEAR"          0 rows imported
. . importing table                  "TEMP_18_IDS"          0 rows imported
. . importing table                 "TEMP_18_INDS"          0 rows imported
. . importing table          "TEMP_18_TOTAL_MONTH"          0 rows imported
. . importing table        "TEMP_18_TOTAL_OVERALL"          0 rows imported
. . importing table           "TEMP_18_TOTAL_YEAR"          0 rows imported
. . importing table      "TEMP_18_TOTAL_YEAR_SIZE"          0 rows imported
. . importing table         "TEMP_19_COUNTS_MONTH"          0 rows imported
. . importing table       "TEMP_19_COUNTS_OVERALL"          0 rows imported
. . importing table          "TEMP_19_COUNTS_YEAR"          0 rows imported
. . importing table         "TEMP_19_DONORS_MONTH"          0 rows imported
. . importing table       "TEMP_19_DONORS_OVERALL"          0 rows imported
. . importing table          "TEMP_19_DONORS_YEAR"          0 rows imported
. . importing table                  "TEMP_19_IDS"          0 rows imported
. . importing table                 "TEMP_19_INDS"          0 rows imported
. . importing table          "TEMP_19_TOTAL_MONTH"          0 rows imported
. . importing table        "TEMP_19_TOTAL_OVERALL"          0 rows imported
. . importing table           "TEMP_19_TOTAL_YEAR"          0 rows imported
. . importing table      "TEMP_19_TOTAL_YEAR_SIZE"          0 rows imported
. . importing table          "TEMP_1_COUNTS_MONTH"          0 rows imported
. . importing table        "TEMP_1_COUNTS_OVERALL"          0 rows imported
. . importing table           "TEMP_1_COUNTS_YEAR"          0 rows imported
. . importing table          "TEMP_1_DONORS_MONTH"          0 rows imported
. . importing table        "TEMP_1_DONORS_OVERALL"          0 rows imported
. . importing table           "TEMP_1_DONORS_YEAR"          0 rows imported
. . importing table                   "TEMP_1_IDS"          0 rows imported
. . importing table                  "TEMP_1_INDS"          0 rows imported
. . importing table           "TEMP_1_TOTAL_MONTH"          0 rows imported
. . importing table         "TEMP_1_TOTAL_OVERALL"          0 rows imported
. . importing table            "TEMP_1_TOTAL_YEAR"          0 rows imported
. . importing table       "TEMP_1_TOTAL_YEAR_SIZE"          0 rows imported
. . importing table         "TEMP_20_COUNTS_MONTH"          0 rows imported
. . importing table       "TEMP_20_COUNTS_OVERALL"          0 rows imported
. . importing table          "TEMP_20_COUNTS_YEAR"          0 rows imported
. . importing table         "TEMP_20_DONORS_MONTH"          0 rows imported
. . importing table       "TEMP_20_DONORS_OVERALL"          0 rows imported
. . importing table          "TEMP_20_DONORS_YEAR"          0 rows imported
. . importing table                  "TEMP_20_IDS"          0 rows imported
. . importing table                 "TEMP_20_INDS"          0 rows imported
. . importing table          "TEMP_20_TOTAL_MONTH"          0 rows imported
. . importing table        "TEMP_20_TOTAL_OVERALL"          0 rows imported
. . importing table           "TEMP_20_TOTAL_YEAR"          0 rows imported
. . importing table      "TEMP_20_TOTAL_YEAR_SIZE"          0 rows imported
. . importing table         "TEMP_21_COUNTS_MONTH"          0 rows imported
. . importing table       "TEMP_21_COUNTS_OVERALL"          0 rows imported
. . importing table          "TEMP_21_COUNTS_YEAR"          0 rows imported
. . importing table         "TEMP_21_DONORS_MONTH"          0 rows imported
. . importing table       "TEMP_21_DONORS_OVERALL"          0 rows imported
. . importing table          "TEMP_21_DONORS_YEAR"          0 rows imported
. . importing table                  "TEMP_21_IDS"          0 rows imported
. . importing table                 "TEMP_21_INDS"          0 rows imported
. . importing table          "TEMP_21_TOTAL_MONTH"          0 rows imported
. . importing table        "TEMP_21_TOTAL_OVERALL"          0 rows imported
. . importing table           "TEMP_21_TOTAL_YEAR"          0 rows imported
. . importing table      "TEMP_21_TOTAL_YEAR_SIZE"          0 rows imported
. . importing table         "TEMP_22_COUNTS_MONTH"          0 rows imported
. . importing table       "TEMP_22_COUNTS_OVERALL"          0 rows imported
. . importing table          "TEMP_22_COUNTS_YEAR"          0 rows imported
. . importing table         "TEMP_22_DONORS_MONTH"          0 rows imported
. . importing table       "TEMP_22_DONORS_OVERALL"          0 rows imported
. . importing table          "TEMP_22_DONORS_YEAR"          0 rows imported
. . importing table                  "TEMP_22_IDS"          0 rows imported
. . importing table                 "TEMP_22_INDS"          0 rows imported
. . importing table          "TEMP_22_TOTAL_MONTH"          0 rows imported
. . importing table        "TEMP_22_TOTAL_OVERALL"          0 rows imported
. . importing table           "TEMP_22_TOTAL_YEAR"          0 rows imported
. . importing table      "TEMP_22_TOTAL_YEAR_SIZE"          0 rows imported
. . importing table         "TEMP_23_COUNTS_MONTH"          0 rows imported
. . importing table       "TEMP_23_COUNTS_OVERALL"          0 rows imported
. . importing table          "TEMP_23_COUNTS_YEAR"          0 rows imported
. . importing table         "TEMP_23_DONORS_MONTH"          0 rows imported
. . importing table       "TEMP_23_DONORS_OVERALL"          0 rows imported
. . importing table          "TEMP_23_DONORS_YEAR"          0 rows imported
. . importing table                  "TEMP_23_IDS"          0 rows imported
. . importing table                 "TEMP_23_INDS"          0 rows imported
. . importing table          "TEMP_23_TOTAL_MONTH"          0 rows imported
. . importing table        "TEMP_23_TOTAL_OVERALL"          0 rows imported
. . importing table           "TEMP_23_TOTAL_YEAR"          0 rows imported
. . importing table      "TEMP_23_TOTAL_YEAR_SIZE"          0 rows imported
. . importing table         "TEMP_24_COUNTS_MONTH"          0 rows imported
. . importing table       "TEMP_24_COUNTS_OVERALL"          0 rows imported
. . importing table          "TEMP_24_COUNTS_YEAR"          0 rows imported
. . importing table         "TEMP_24_DONORS_MONTH"          0 rows imported
. . importing table       "TEMP_24_DONORS_OVERALL"          0 rows imported
. . importing table          "TEMP_24_DONORS_YEAR"          0 rows imported
. . importing table                  "TEMP_24_IDS"          0 rows imported
. . importing table                 "TEMP_24_INDS"          0 rows imported
. . importing table          "TEMP_24_TOTAL_MONTH"          0 rows imported
. . importing table        "TEMP_24_TOTAL_OVERALL"          0 rows imported
. . importing table           "TEMP_24_TOTAL_YEAR"          0 rows imported
. . importing table      "TEMP_24_TOTAL_YEAR_SIZE"          0 rows imported
. . importing table         "TEMP_25_COUNTS_MONTH"          0 rows imported
. . importing table       "TEMP_25_COUNTS_OVERALL"          0 rows imported
. . importing table          "TEMP_25_COUNTS_YEAR"          0 rows imported
. . importing table         "TEMP_25_DONORS_MONTH"          0 rows imported
. . importing table       "TEMP_25_DONORS_OVERALL"          0 rows imported
. . importing table          "TEMP_25_DONORS_YEAR"          0 rows imported
. . importing table                  "TEMP_25_IDS"          0 rows imported
. . importing table                 "TEMP_25_INDS"          0 rows imported
. . importing table          "TEMP_25_TOTAL_MONTH"          0 rows imported
. . importing table        "TEMP_25_TOTAL_OVERALL"          0 rows imported
. . importing table           "TEMP_25_TOTAL_YEAR"          0 rows imported
. . importing table      "TEMP_25_TOTAL_YEAR_SIZE"          0 rows imported
. . importing table         "TEMP_26_COUNTS_MONTH"          0 rows imported
. . importing table       "TEMP_26_COUNTS_OVERALL"          0 rows imported
. . importing table          "TEMP_26_COUNTS_YEAR"          0 rows imported
. . importing table         "TEMP_26_DONORS_MONTH"          0 rows imported
. . importing table       "TEMP_26_DONORS_OVERALL"          0 rows imported
. . importing table          "TEMP_26_DONORS_YEAR"          0 rows imported
. . importing table                  "TEMP_26_IDS"          0 rows imported
. . importing table                 "TEMP_26_INDS"          0 rows imported
. . importing table          "TEMP_26_TOTAL_MONTH"          0 rows imported
. . importing table        "TEMP_26_TOTAL_OVERALL"          0 rows imported
. . importing table           "TEMP_26_TOTAL_YEAR"          0 rows imported
. . importing table      "TEMP_26_TOTAL_YEAR_SIZE"          0 rows imported
. . importing table         "TEMP_27_COUNTS_MONTH"          0 rows imported
. . importing table       "TEMP_27_COUNTS_OVERALL"          0 rows imported
. . importing table          "TEMP_27_COUNTS_YEAR"          0 rows imported
. . importing table         "TEMP_27_DONORS_MONTH"          0 rows imported
. . importing table       "TEMP_27_DONORS_OVERALL"          0 rows imported
. . importing table          "TEMP_27_DONORS_YEAR"          0 rows imported
. . importing table                  "TEMP_27_IDS"          0 rows imported
. . importing table                 "TEMP_27_INDS"          0 rows imported
. . importing table          "TEMP_27_TOTAL_MONTH"          0 rows imported
. . importing table        "TEMP_27_TOTAL_OVERALL"          0 rows imported
. . importing table           "TEMP_27_TOTAL_YEAR"          0 rows imported
. . importing table      "TEMP_27_TOTAL_YEAR_SIZE"          0 rows imported
. . importing table         "TEMP_28_COUNTS_MONTH"          0 rows imported
. . importing table       "TEMP_28_COUNTS_OVERALL"          0 rows imported
. . importing table          "TEMP_28_COUNTS_YEAR"          0 rows imported
. . importing table         "TEMP_28_DONORS_MONTH"          0 rows imported
. . importing table       "TEMP_28_DONORS_OVERALL"          0 rows imported
. . importing table          "TEMP_28_DONORS_YEAR"          0 rows imported
. . importing table                  "TEMP_28_IDS"          0 rows imported
. . importing table                 "TEMP_28_INDS"          0 rows imported
. . importing table          "TEMP_28_TOTAL_MONTH"          0 rows imported
. . importing table        "TEMP_28_TOTAL_OVERALL"          0 rows imported
. . importing table           "TEMP_28_TOTAL_YEAR"          0 rows imported
. . importing table      "TEMP_28_TOTAL_YEAR_SIZE"          0 rows imported
. . importing table         "TEMP_29_COUNTS_MONTH"          0 rows imported
. . importing table       "TEMP_29_COUNTS_OVERALL"          0 rows imported
. . importing table          "TEMP_29_COUNTS_YEAR"          0 rows imported
. . importing table         "TEMP_29_DONORS_MONTH"          0 rows imported
. . importing table       "TEMP_29_DONORS_OVERALL"          0 rows imported
. . importing table          "TEMP_29_DONORS_YEAR"          0 rows imported
. . importing table                  "TEMP_29_IDS"          0 rows imported
. . importing table                 "TEMP_29_INDS"          0 rows imported
. . importing table          "TEMP_29_TOTAL_MONTH"          0 rows imported
. . importing table        "TEMP_29_TOTAL_OVERALL"          0 rows imported
. . importing table           "TEMP_29_TOTAL_YEAR"          0 rows imported
. . importing table      "TEMP_29_TOTAL_YEAR_SIZE"          0 rows imported
. . importing table          "TEMP_2_COUNTS_MONTH"          0 rows imported
. . importing table        "TEMP_2_COUNTS_OVERALL"          0 rows imported
. . importing table           "TEMP_2_COUNTS_YEAR"          0 rows imported
. . importing table          "TEMP_2_DONORS_MONTH"          0 rows imported
. . importing table        "TEMP_2_DONORS_OVERALL"          0 rows imported
. . importing table           "TEMP_2_DONORS_YEAR"          0 rows imported
. . importing table                   "TEMP_2_IDS"          0 rows imported
. . importing table                  "TEMP_2_INDS"          0 rows imported
. . importing table           "TEMP_2_TOTAL_MONTH"          0 rows imported
. . importing table         "TEMP_2_TOTAL_OVERALL"          0 rows imported
. . importing table            "TEMP_2_TOTAL_YEAR"          0 rows imported
. . importing table       "TEMP_2_TOTAL_YEAR_SIZE"          0 rows imported
. . importing table         "TEMP_30_COUNTS_MONTH"          0 rows imported
. . importing table       "TEMP_30_COUNTS_OVERALL"          0 rows imported
. . importing table          "TEMP_30_COUNTS_YEAR"          0 rows imported
. . importing table         "TEMP_30_DONORS_MONTH"          0 rows imported
. . importing table       "TEMP_30_DONORS_OVERALL"          0 rows imported
. . importing table          "TEMP_30_DONORS_YEAR"          0 rows imported
. . importing table                  "TEMP_30_IDS"          0 rows imported
. . importing table                 "TEMP_30_INDS"          0 rows imported
. . importing table          "TEMP_30_TOTAL_MONTH"          0 rows imported
. . importing table        "TEMP_30_TOTAL_OVERALL"          0 rows imported
. . importing table           "TEMP_30_TOTAL_YEAR"          0 rows imported
. . importing table      "TEMP_30_TOTAL_YEAR_SIZE"          0 rows imported
. . importing table          "TEMP_3_COUNTS_MONTH"          0 rows imported
. . importing table        "TEMP_3_COUNTS_OVERALL"          0 rows imported
. . importing table           "TEMP_3_COUNTS_YEAR"          0 rows imported
. . importing table          "TEMP_3_DONORS_MONTH"          0 rows imported
. . importing table        "TEMP_3_DONORS_OVERALL"          0 rows imported
. . importing table           "TEMP_3_DONORS_YEAR"          0 rows imported
. . importing table                   "TEMP_3_IDS"          0 rows imported
. . importing table                  "TEMP_3_INDS"          0 rows imported
. . importing table           "TEMP_3_TOTAL_MONTH"          0 rows imported
. . importing table         "TEMP_3_TOTAL_OVERALL"          0 rows imported
. . importing table            "TEMP_3_TOTAL_YEAR"          0 rows imported
. . importing table       "TEMP_3_TOTAL_YEAR_SIZE"          0 rows imported
. . importing table          "TEMP_4_COUNTS_MONTH"          0 rows imported
. . importing table        "TEMP_4_COUNTS_OVERALL"          0 rows imported
. . importing table           "TEMP_4_COUNTS_YEAR"          0 rows imported
. . importing table          "TEMP_4_DONORS_MONTH"          0 rows imported
. . importing table        "TEMP_4_DONORS_OVERALL"          0 rows imported
. . importing table           "TEMP_4_DONORS_YEAR"          0 rows imported
. . importing table                   "TEMP_4_IDS"          0 rows imported
. . importing table                  "TEMP_4_INDS"          0 rows imported
. . importing table           "TEMP_4_TOTAL_MONTH"          0 rows imported
. . importing table         "TEMP_4_TOTAL_OVERALL"          0 rows imported
. . importing table            "TEMP_4_TOTAL_YEAR"          0 rows imported
. . importing table       "TEMP_4_TOTAL_YEAR_SIZE"          0 rows imported
. . importing table          "TEMP_5_COUNTS_MONTH"          0 rows imported
. . importing table        "TEMP_5_COUNTS_OVERALL"          0 rows imported
. . importing table           "TEMP_5_COUNTS_YEAR"          0 rows imported
. . importing table          "TEMP_5_DONORS_MONTH"          0 rows imported
. . importing table        "TEMP_5_DONORS_OVERALL"          0 rows imported
. . importing table           "TEMP_5_DONORS_YEAR"          0 rows imported
. . importing table                   "TEMP_5_IDS"          0 rows imported
. . importing table                  "TEMP_5_INDS"          0 rows imported
. . importing table           "TEMP_5_TOTAL_MONTH"          0 rows imported
. . importing table         "TEMP_5_TOTAL_OVERALL"          0 rows imported
. . importing table            "TEMP_5_TOTAL_YEAR"          0 rows imported
. . importing table       "TEMP_5_TOTAL_YEAR_SIZE"          0 rows imported
. . importing table          "TEMP_6_COUNTS_MONTH"          0 rows imported
. . importing table        "TEMP_6_COUNTS_OVERALL"          0 rows imported
. . importing table           "TEMP_6_COUNTS_YEAR"          0 rows imported
. . importing table          "TEMP_6_DONORS_MONTH"          0 rows imported
. . importing table        "TEMP_6_DONORS_OVERALL"          0 rows imported
. . importing table           "TEMP_6_DONORS_YEAR"          0 rows imported
. . importing table                   "TEMP_6_IDS"          0 rows imported
. . importing table                  "TEMP_6_INDS"          0 rows imported
. . importing table           "TEMP_6_TOTAL_MONTH"          0 rows imported
. . importing table         "TEMP_6_TOTAL_OVERALL"          0 rows imported
. . importing table            "TEMP_6_TOTAL_YEAR"          0 rows imported
. . importing table       "TEMP_6_TOTAL_YEAR_SIZE"          0 rows imported
. . importing table          "TEMP_7_COUNTS_MONTH"          0 rows imported
. . importing table        "TEMP_7_COUNTS_OVERALL"          0 rows imported
. . importing table           "TEMP_7_COUNTS_YEAR"          0 rows imported
. . importing table          "TEMP_7_DONORS_MONTH"          0 rows imported
. . importing table        "TEMP_7_DONORS_OVERALL"          0 rows imported
. . importing table           "TEMP_7_DONORS_YEAR"          0 rows imported
. . importing table                   "TEMP_7_IDS"          0 rows imported
. . importing table                  "TEMP_7_INDS"          0 rows imported
. . importing table           "TEMP_7_TOTAL_MONTH"          0 rows imported
. . importing table         "TEMP_7_TOTAL_OVERALL"          0 rows imported
. . importing table            "TEMP_7_TOTAL_YEAR"          0 rows imported
. . importing table       "TEMP_7_TOTAL_YEAR_SIZE"          0 rows imported
. . importing table          "TEMP_8_COUNTS_MONTH"          0 rows imported
. . importing table        "TEMP_8_COUNTS_OVERALL"          0 rows imported
. . importing table           "TEMP_8_COUNTS_YEAR"          0 rows imported
. . importing table          "TEMP_8_DONORS_MONTH"          0 rows imported
. . importing table        "TEMP_8_DONORS_OVERALL"          0 rows imported
. . importing table           "TEMP_8_DONORS_YEAR"          0 rows imported
. . importing table                   "TEMP_8_IDS"          0 rows imported
. . importing table                  "TEMP_8_INDS"          0 rows imported
. . importing table           "TEMP_8_TOTAL_MONTH"          0 rows imported
. . importing table         "TEMP_8_TOTAL_OVERALL"          0 rows imported
. . importing table            "TEMP_8_TOTAL_YEAR"          0 rows imported
. . importing table       "TEMP_8_TOTAL_YEAR_SIZE"          0 rows imported
. . importing table          "TEMP_9_COUNTS_MONTH"          0 rows imported
. . importing table        "TEMP_9_COUNTS_OVERALL"          0 rows imported
. . importing table           "TEMP_9_COUNTS_YEAR"          0 rows imported
. . importing table          "TEMP_9_DONORS_MONTH"          0 rows imported
. . importing table        "TEMP_9_DONORS_OVERALL"          0 rows imported
. . importing table           "TEMP_9_DONORS_YEAR"          0 rows imported
. . importing table                   "TEMP_9_IDS"          0 rows imported
. . importing table                  "TEMP_9_INDS"          0 rows imported
. . importing table           "TEMP_9_TOTAL_MONTH"          0 rows imported
. . importing table         "TEMP_9_TOTAL_OVERALL"          0 rows imported
. . importing table            "TEMP_9_TOTAL_YEAR"          0 rows imported
. . importing table       "TEMP_9_TOTAL_YEAR_SIZE"          0 rows imported
. . importing table      "TEMP_ADDRL_ID_EXCLUSION"          0 rows imported
. . importing table            "TEMP_ADDRL_ID_SEQ"          0 rows imported
. . importing table          "TEMP_ADD_LBL_02_IDS"          0 rows imported
. . importing table        "TEMP_ADD_LBL_02_IDS_A"          0 rows imported
. . importing table        "TEMP_ADD_LBL_02_IDS_B"          0 rows imported
. . importing table       "TEMP_ADD_LBL_02_ID_SEQ"          0 rows imported
. . importing table         "TEMP_ADV_LOAD_PLEDGE"          0 rows imported
. . importing table                  "TEMP_ALERT1"          0 rows imported
. . importing table                 "TEMP_ATHQ003"          0 rows imported
. . importing table                "TEMP_ATHQ003B"          0 rows imported
. . importing table                 "TEMP_ATHQ004"          0 rows imported
. . importing table                "TEMP_ATHQ004B"          0 rows imported
. . importing table                 "TEMP_ATHQ802"          0 rows imported
. . importing table                "TEMP_ATHQ802B"          0 rows imported
. . importing table           "TEMP_AWC_GP001D_AC"          0 rows imported
. . importing table           "TEMP_AWC_GP001D_T1"          0 rows imported
. . importing table           "TEMP_AWC_GP001D_T2"          0 rows imported
. . importing table                   "TEMP_BD124"          0 rows imported
. . importing table                   "TEMP_BD140"          0 rows imported
. . importing table                   "TEMP_BD251"          0 rows imported
. . importing table                   "TEMP_BD258"          0 rows imported
. . importing table                   "TEMP_BL128"          0 rows imported
. . importing table                   "TEMP_BL142"          0 rows imported
. . importing table                  "TEMP_BL142B"          0 rows imported
. . importing table                  "TEMP_BP001E"          0 rows imported
. . importing table                  "TEMP_BP001F"          0 rows imported
. . importing table                  "TEMP_BP001G"          0 rows imported
. . importing table                  "TEMP_BP002C"          0 rows imported
. . importing table                  "TEMP_BP002E"          0 rows imported
. . importing table                   "TEMP_BP600"          0 rows imported
. . importing table                  "TEMP_BQ004B"          0 rows imported
. . importing table              "TEMP_BQ004B_WEB"          0 rows imported
. . importing table                   "TEMP_BQ113"          0 rows imported
. . importing table                  "TEMP_BQ113B"          0 rows imported
. . importing table                "TEMP_BQ113_T1"          0 rows imported
. . importing table                "TEMP_BQ113_T2"          0 rows imported
. . importing table                   "TEMP_BV120"          0 rows imported
. . importing table                  "TEMP_BV120B"          0 rows imported
. . importing table                  "TEMP_BV120C"          0 rows imported
. . importing table            "TEMP_CFAE_CAE_TAB"          0 rows imported
. . importing table               "TEMP_CFAE_GIFT"          0 rows imported
. . importing table                    "TEMP_CNT2"          0 rows imported
. . importing table                    "TEMP_CNT3"          0 rows imported
. . importing table       "TEMP_CURR_WEB_SESSIONS"          1 rows imported
. . importing table                     "TEMP_DAY"          0 rows imported
. . importing table            "TEMP_DONOR_TOTALS"          0 rows imported
. . importing table      "TEMP_DUES_BATCH_PAYMENT"          0 rows imported
. . importing table          "TEMP_DUES_BP_PM_IDS"          0 rows imported
. . importing table          "TEMP_DUES_BP_PR_IDS"          0 rows imported
. . importing table         "TEMP_DUES_BP_RCM_IDS"          0 rows imported
. . importing table          "TEMP_DUES_BP_RC_IDS"          0 rows imported
. . importing table               "TEMP_DUES_BP_Z"          0 rows imported
. . importing table                    "TEMP_EFT1"          0 rows imported
. . importing table                    "TEMP_EFT2"          0 rows imported
. . importing table                    "TEMP_EFT3"          0 rows imported
. . importing table         "TEMP_EFT_DONOR_COUNT"          0 rows imported
. . importing table                "TEMP_EPROFILE"          0 rows imported
. . importing table          "TEMP_EPROFILES_LIST"        108 rows imported
. . importing table                  "TEMP_EQ100B"          0 rows imported
. . importing table                  "TEMP_EQ118B"          0 rows imported
. . importing table                  "TEMP_EQ200B"          0 rows imported
. . importing table                   "TEMP_GD205"          0 rows imported
. . importing table                   "TEMP_GD324"          0 rows imported
. . importing table                   "TEMP_GD325"          0 rows imported
. . importing table              "TEMP_GD331_TAB1"          0 rows imported
. . importing table              "TEMP_GD331_TAB2"          0 rows imported
. . importing table              "TEMP_GD334_TAB1"          0 rows imported
. . importing table              "TEMP_GD334_TAB2"          0 rows imported
. . importing table        "TEMP_GENERATE_APPEALS"          0 rows imported
. . importing table              "TEMP_GEN_APPEAL"          0 rows imported
. . importing table                   "TEMP_GL202"          0 rows imported
. . importing table                  "TEMP_GL202B"          0 rows imported
. . importing table                   "TEMP_GL203"          0 rows imported
. . importing table                  "TEMP_GL203B"          0 rows imported
. . importing table           "TEMP_GL203C_CLAIMS"          0 rows imported
. . importing table                   "TEMP_GL307"          0 rows imported
. . importing table                   "TEMP_GL308"          0 rows imported
. . importing table                   "TEMP_GL309"          0 rows imported
. . importing table              "TEMP_GL331_TAB1"          0 rows imported
. . importing table              "TEMP_GL331_TAB2"          0 rows imported
. . importing table                   "TEMP_GL341"          0 rows imported
. . importing table               "TEMP_GP001A_01"          0 rows imported
. . importing table               "TEMP_GP001A_02"          0 rows imported
. . importing table               "TEMP_GP001A_03"          0 rows imported
. . importing table              "TEMP_GP001D2_AC"          0 rows imported
. . importing table              "TEMP_GP001D2_T1"          0 rows imported
. . importing table              "TEMP_GP001D2_T2"          0 rows imported
. . importing table                  "TEMP_GP001O"          0 rows imported
. . importing table                "TEMP_GR500_AC"          0 rows imported
. . importing table               "TEMP_GR500_ACK"          0 rows imported
. . importing table             "TEMP_GR500_ALLOC"          0 rows imported
. . importing table            "TEMP_GR500_ALLOC2"          0 rows imported
. . importing table                "TEMP_GR500_PM"          0 rows imported
. . importing table               "TEMP_GR500_PM2"          0 rows imported
. . importing table               "TEMP_GR500_PMT"          0 rows imported
. . importing table              "TEMP_GV3012_GPL"          0 rows imported
. . importing table                   "TEMP_HD151"          0 rows imported
. . importing table                    "TEMP_HOUR"          0 rows imported
. . importing table             "TEMP_INST_SUFFIX"          0 rows imported
. . importing table                   "TEMP_LAB_A"          0 rows imported
. . importing table             "TEMP_LAB_GEO_SEQ"          0 rows imported
. . importing table           "TEMP_LAB_GEO_SEQ_B"          0 rows imported
. . importing table                "TEMP_LAB_LIST"          0 rows imported
